PRIMKEY,COUNTRY,FIPSCODE,COWCODE,CONTCODE,SITENUM,NAME,LAT,LONG
AG001DIA,Algeria,AG,615,4,1,Djebel - Aberraz,26.63,0.50
AG002DIA,Algeria,AG,615,4,2,Bled El Mass,26.60,0.65
AO001DIA,Angola,AO,540,4,1,Cafunfo,-8.77,18.00
AO002DIA,Angola,AO,540,4,2,Dundo,-7.35,20.82
AO003DIA,Angola,AO,540,4,3,Catoca,-9.18,20.47
AO004DIA,Angola,AO,540,4,4,Andrade,-7.70,21.37
AO005DIA,Angola,AO,540,4,5,Lucapa,-8.42,20.75
AO006DIA,Angola,AO,540,4,6,Calonda,-8.44,20.55
AO007DIA,Angola,AO,540,4,7,Mufuto,-11.30,20.82
AO008DIA,Angola,AO,540,4,8,Luo (DiamondWorks),-9.12,20.38
AO009DIA,Angola,AO,540,4,9,Luo (SouthernEra),-9.00,20.43
AO010DIA,Angola,AO,540,4,10,Cuango,-9.00,18.00
AO011DIA,Angola,AO,540,4,11,Luzamba,-9.12,18.05
AO012DIA,Angola,AO,540,4,12,Yetwene,-8.08,20.50
AO013DIA,Angola,AO,540,4,13,Luarica,-8.42,20.75
AO014DIA,Angola,AO,540,4,14,Luremo,-8.52,17.83
AO015DIA,Angola,AO,540,4,15,Lumbala Nguimbo,-14.10,21.45
AO016DIA,Angola,AO,540,4,16,Alto Cuilo,-13.43,18.87
AO017DIA,Angola,AO,540,4,17,Muriege,-9.90,21.22
AO018DIA,Angola,AO,540,4,18,Medio Kwanza,-13.43,20.73
AO019DIA,Angola,AO,540,4,19,Camafuca - Camazambo,-8.64,20.87
AO020DIA,Angola,AO,540,4,20,Soma Kwanza,-13.50,17.77
AO021DIA,Angola,AO,540,4,21,Tejok,-7.35,20.82
AO022DIA,Angola,AO,540,4,22,Lucanga,-6.38,15.73
AO023DIA,Angola,AO,540,4,23,Camajico,-9.12,20.38
AO024DIA,Angola,AO,540,4,24,Camaxia,-9.12,20.38
AO025DIA,Angola,AO,540,4,25,Cemetue,-8.49,20.83
AO026DIA,Angola,AO,540,4,26,Caixea,0.00,0.00
AO027DIA,Angola,AO,540,4,27,Luembe,-8.57,20.57
AO028DIA,Angola,AO,540,4,28,Chitotolo,-7.78,21.31
AO029DIA,Angola,AO,540,4,29,Cassanguidi,-7.59,21.00
AO030DIA,Angola,AO,540,4,30,Maludi,-7.77,21.46
AO031DIA,Angola,AO,540,4,31,Uari,-8.31,20.78
AO032DIA,Angola,AO,540,4,32,Mafutu,-8.23,20.71
AO033DIA,Angola,AO,540,4,33,Huambo,-12.78,15.74
AO034DIA,Angola,AO,540,4,34,Andulo,-11.48,16.70
AO035DIA,Angola,AO,540,4,35,Saurimo,-9.65,20.40
AO036DIA,Angola,AO,540,4,36,Mavinga,-15.80,20.25
AO037DIA,Angola,AO,540,4,37,Mussende,-11.47,16.97
AO038DIA,Angola,AO,540,4,38,Calai,-17.33,19.33
AO039DIA,Angola,AO,540,4,39,Lovua,-7.33,20.17
AO040DIA,Angola,AO,540,4,40,Lunda,-8.00,21.00
AO041DIA,Angola,AO,540,4,41,Quela,-9.27,17.08
AO042DIA,Angola,AO,540,4,42,Dunge,-8.37,17.22
AO043DIA,Angola,AO,540,4,43,Luachimo River Valley,-9.67,20.58
AO044DIA,Angola,AO,540,4,44,Luana,-7.93,21.07
AO045DIA,Angola,AO,540,4,45,Chiumbe,-12.43,20.80
AO046DIA,Angola,AO,540,4,46,Cucumbi,-9.83,18.63
AO047DIA,Angola,AO,540,4,47,Cacuilo,-9.32,18.70
AO048DIA,Angola,AO,540,4,48,Lufule,0.00,0.00
AO049DIA,Angola,AO,540,4,49,Nova Lisboa,-12.78,15.74
AO050DIA,Angola,AO,540,4,50,Cuango River,-9.51,16.32
AO051DIA,Angola,AO,540,4,51,Cuanza,-8.62,16.22
AO052DIA,Angola,AO,540,4,52,Fucuama,0.00,0.00
AS001DIA,Australia,AS,900,3,1,Bow River,-16.64,128.58
AS002DIA,Australia,AS,900,3,2,Bingara,-29.75,150.42
AS003DIA,Australia,AS,900,3,3,Copeton,-29.92,151.03
AS004DIA,Australia,AS,900,3,4,Wellington Alluvials; MacQuarie River Alluvials; 8 Mi,-32.63,149.11
AS005DIA,Australia,AS,900,3,5,Airly Mountain Deep,-33.11,150.05
AS006DIA,Australia,AS,900,3,6,Beechworth area,-36.37,146.72
AS007DIA,Australia,AS,900,3,7,Echunga,-35.10,138.80
AS008DIA,Australia,AS,900,3,8,Argyle AK1 mine,-16.71,128.38
AS009DIA,Australia,AS,900,3,9,Limestone Creek,-16.73,128.40
AS010DIA,Australia,AS,900,3,10,Lower Smoke Creek,-16.68,128.40
AS011DIA,Australia,AS,900,3,11,Upper Smoke Creek,-16.70,128.39
AS012DIA,Australia,AS,900,3,12,Ellendale diamond field,-17.55,124.71
AS013DIA,Australia,AS,900,3,13,Ellendale Pipe 4 (Satellite),-17.67,124.93
AS014DIA,Australia,AS,900,3,14,Ellendale Pipe 9,-17.57,124.86
AS015DIA,Australia,AS,900,3,15,Ellendale 11,-17.56,124.84
AS016DIA,Australia,AS,900,3,16,Ellendale 7,-17.60,124.86
AS017DIA,Australia,AS,900,3,17,Merlin Mine,-16.83,136.35
AS018DIA,Australia,AS,900,3,18,Merlin Mine,-16.83,136.35
AS019DIA,Australia,AS,900,3,19,Sacramore,-16.85,136.34
AS020DIA,Australia,AS,900,3,20,Palomides,-16.85,136.34
AS021DIA,Australia,AS,900,3,21,Ector,-16.81,136.33
AS022DIA,Australia,AS,900,3,22,Excalibur,-16.86,136.34
AS023DIA,Australia,AS,900,3,23,Gareth,-16.83,136.33
AS024DIA,Australia,AS,900,3,24,Gawain,-16.83,136.34
AS025DIA,Australia,AS,900,3,25,Kay,-16.81,136.33
AS026DIA,Australia,AS,900,3,26,Launtal,-16.86,136.34
AS027DIA,Australia,AS,900,3,27,Tristram,-16.82,136.34
AS028DIA,Australia,AS,900,3,28,Ywain,-16.82,136.34
AS029DIA,Australia,AS,900,3,29,Coanjula,-17.97,136.53
AS030DIA,Australia,AS,900,3,30,Emu 1,-16.77,136.35
AS031DIA,Australia,AS,900,3,31,Emu 2,-16.77,136.35
AS032DIA,Australia,AS,900,3,32,Packsaddle 1,-14.90,133.91
AS033DIA,Australia,AS,900,3,33,Aries Pipe,-16.90,126.13
AS034DIA,Australia,AS,900,3,34,Aries Pipe,-16.90,126.13
AS035DIA,Australia,AS,900,3,35,Nabberu project,-25.00,120.00
AS036DIA,Australia,AS,900,3,36,Beta Creek,-14.31,127.27
AS037DIA,Australia,AS,900,3,37,Beta Creek,-14.31,127.27
AS038DIA,Australia,AS,900,3,38,Seppelt,-14.44,127.38
AS039DIA,Australia,AS,900,3,39,Seppelt,-14.44,127.38
AS040DIA,Australia,AS,900,3,40,Blina,-17.55,124.71
AS041DIA,Australia,AS,900,3,41,Abminga Area,-26.33,134.75
AS042DIA,Australia,AS,900,3,42,Mount Ross,-29.92,151.03
AS043DIA,Australia,AS,900,3,43,Round Mount (Mt. Ross),-29.92,151.03
AS044DIA,Australia,AS,900,3,44,Streak of Luck (Mt. Ross),-29.92,151.03
AS045DIA,Australia,AS,900,3,45,Collas Hill,-29.94,151.01
AS046DIA,Australia,AS,900,3,46,Boolcunda,-32.28,138.42
AS047DIA,Australia,AS,900,3,47,Snodgrass (Duchess),-36.84,148.77
AS048DIA,Australia,AS,900,3,48,Nandewar Range,-30.29,150.51
AS049DIA,Australia,AS,900,3,49,Alpha,-30.31,149.92
AS050DIA,Australia,AS,900,3,50,Lissadell Road Dykes,-16.75,128.30
AS051DIA,Australia,AS,900,3,51,Calwynyardah; Laymans Bore East,-18.00,124.79
AS052DIA,Australia,AS,900,3,52,Walgidee Hills,-18.31,124.87
AS053DIA,Australia,AS,900,3,53,Unnamed - 1,-30.27,151.68
AS054DIA,Australia,AS,900,3,54,Barn Gully,-30.08,151.32
AS055DIA,Australia,AS,900,3,55,Policeman Creek,-23.42,147.71
AS056DIA,Australia,AS,900,3,56,Six Mile Creek,-17.97,143.99
AS057DIA,Australia,AS,900,3,57,Mather Creek,-37.27,141.77
AS058DIA,Australia,AS,900,3,58,Slashers Flat Alluvials,-32.48,149.50
AS059DIA,Australia,AS,900,3,59,Jordans Hill,-32.37,149.40
AS060DIA,Australia,AS,900,3,60,Lost River; Spring Creek; Potten Creek; Wheeo Creek,-34.40,149.26
AS061DIA,Australia,AS,900,3,61,Cooyal Creek,-32.43,149.72
AS062DIA,Australia,AS,900,3,62,Beryl Lead; Diamond Fields Lead,-32.35,149.45
AS063DIA,Australia,AS,900,3,63,Unnamed - 2,-33.04,149.40
AS064DIA,Australia,AS,900,3,64,Monkey Hill,-33.04,149.59
AS065DIA,Australia,AS,900,3,65,Orroroo,-32.73,138.62
AS066DIA,Australia,AS,900,3,66,Nullagine,-21.88,120.08
AS067DIA,Australia,AS,900,3,67,Cudgegong River,-32.62,149.27
BO001DIA,Belarus,BO,370,1,1,Belarus Area,51.83,30.50
BL001DIA,Bolivia,BL,145,5,1,Rio Tuichi,-14.60,-67.58
BL002DIA,Bolivia,BL,145,5,2,Rio Tequeje,-13.53,-67.40
BL003DIA,Bolivia,BL,145,5,3,Rio Unduma,-13.50,-67.35
BL004DIA,Bolivia,BL,145,5,4,Upper Rio Beni,-14.52,-67.50
BC001DIA,Botswana,BC,571,4,1,Jwaneng Mine,-24.58,24.70
BC002DIA,Botswana,BC,571,4,2,Letlhakane Mine,-21.52,25.68
BC003DIA,Botswana,BC,571,4,3,Orapa Mine,-21.28,25.35
BC004DIA,Botswana,BC,571,4,4,Damtshaa,-21.28,25.35
BC005DIA,Botswana,BC,571,4,5,Kokong,-24.35,22.23
BC006DIA,Botswana,BC,571,4,6,Gope,-22.62,24.78
BC007DIA,Botswana,BC,571,4,7,Tsabong,-26.05,22.45
BC008DIA,Botswana,BC,571,4,8,Tandeka,-21.52,25.68
BC009DIA,Botswana,BC,571,4,9,Martin's Drift,-22.98,27.93
BR001DIA,Brazil,BR,140,5,1,Juina Area,-11.75,-59.25
BR002DIA,Brazil,BR,140,5,2,Rio Claro (MT),-13.73,-56.68
BR003DIA,Brazil,BR,140,5,3,Rio Jauru,-18.53,-52.88
BR004DIA,Brazil,BR,140,5,4,Rio Batoui,-13.55,-53.97
BR005DIA,Brazil,BR,140,5,5,Rio Batovi - 1,-13.82,-54.10
BR006DIA,Brazil,BR,140,5,6,Rio Batovi - 2,-15.85,-53.62
BR007DIA,Brazil,BR,140,5,7,Rio Araguaia,-16.17,-52.52
BR008DIA,Brazil,BR,140,5,8,Agua Fria - Fazenda Roncador,-15.10,-55.28
BR009DIA,Brazil,BR,140,5,9,Agua Fria - Rio Quilombo,-15.28,-55.63
BR010DIA,Brazil,BR,140,5,10,Rio Cuiaba,-14.67,-56.03
BR011DIA,Brazil,BR,140,5,11,Tres Barras,-14.63,-56.73
BR012DIA,Brazil,BR,140,5,12,Rio Cavalco,-14.93,-54.88
BR013DIA,Brazil,BR,140,5,13,Agua Branca,-14.90,-56.42
BR014DIA,Brazil,BR,140,5,14,Garimpo Cervo,-17.08,-54.03
BR015DIA,Brazil,BR,140,5,15,Rio Pires,-14.32,-54.80
BR016DIA,Brazil,BR,140,5,16,Rio das Garcas - 1,-16.33,-53.75
BR017DIA,Brazil,BR,140,5,17,Rio das Garcas - 2,-15.87,-52.75
BR018DIA,Brazil,BR,140,5,18,Jauru,-18.58,-54.27
BR019DIA,Brazil,BR,140,5,19,Alto Araguaia,-16.65,-52.80
BR020DIA,Brazil,BR,140,5,20,Alto Araguaia,-13.70,-54.15
BR021DIA,Brazil,BR,140,5,21,Rio Sonho Azul,-14.40,-57.08
BR022DIA,Brazil,BR,140,5,22,Rio Barreio,-15.75,-53.60
BR023DIA,Brazil,BR,140,5,23,Simoes Lopes,-14.03,-54.18
BR024DIA,Brazil,BR,140,5,24,Rio Sumidouro - Rio Agua Verde,-14.03,-56.83
BR025DIA,Brazil,BR,140,5,25,Garimpo Novo,-15.85,-54.47
BR026DIA,Brazil,BR,140,5,26,Nortelandia,-14.42,-56.80
BR027DIA,Brazil,BR,140,5,27,Chapada dos Guimaraes,-15.43,-55.75
BR028DIA,Brazil,BR,140,5,28,Poxoreu,-15.83,-54.38
BR029DIA,Brazil,BR,140,5,29,Barra do Garcas,-15.88,-52.25
BR030DIA,Brazil,BR,140,5,30,Alto Garcas,-16.93,-53.53
BR031DIA,Brazil,BR,140,5,31,Sao Lourenco,-16.53,-55.03
BR032DIA,Brazil,BR,140,5,32,Itiquira Rivers,-17.30,-56.73
BR033DIA,Brazil,BR,140,5,33,Baliza,-16.25,-54.42
BR034DIA,Brazil,BR,140,5,34,Tesouro,-16.07,-53.57
BR035DIA,Brazil,BR,140,5,35,Guiratinga,-16.35,-53.75
BR036DIA,Brazil,BR,140,5,36,Sao Joao,0.00,0.00
BR037DIA,Brazil,BR,140,5,37,Alcantilado,-16.38,-53.52
BR038DIA,Brazil,BR,140,5,38,Pombas,-15.93,-54.70
BR039DIA,Brazil,BR,140,5,39,Papagaio,0.00,0.00
BR040DIA,Brazil,BR,140,5,40,Jacomo,0.00,0.00
BR041DIA,Brazil,BR,140,5,41,Rio Diamantino,-14.50,-56.50
BR042DIA,Brazil,BR,140,5,42,Rio Diamantino - 1,-16.75,-53.22
BR043DIA,Brazil,BR,140,5,43,Rio Diamantino - 2,-14.33,-50.43
BR044DIA,Brazil,BR,140,5,44,Rio Sao Francisco,-14.47,-56.83
BR045DIA,Brazil,BR,140,5,45,Rio Santana,-14.45,-56.78
BR046DIA,Brazil,BR,140,5,46,Rio Desperta,-14.47,-56.97
BR047DIA,Brazil,BR,140,5,47,Rio Paraguai - Coreggo Sao Pedro,-14.52,-56.38
BR048DIA,Brazil,BR,140,5,48,Rio Paranatinga,-14.43,-54.22
BR049DIA,Brazil,BR,140,5,49,Rio Coluene,-13.92,-53.37
BR050DIA,Brazil,BR,140,5,50,Rio Paraguaizinho - Mergueiro,-14.52,-56.98
BR051DIA,Brazil,BR,140,5,51,Rio Coxim (MS),-18.73,-54.55
BR052DIA,Brazil,BR,140,5,52,Aquidauana River,-19.73,-56.83
BR053DIA,Brazil,BR,140,5,53,Brilhante River,-21.80,-54.55
BR054DIA,Brazil,BR,140,5,54,Rio Dourados,-18.45,-47.43
BR055DIA,Brazil,BR,140,5,55,Riberao Varadouro,-20.62,-54.92
BR056DIA,Brazil,BR,140,5,56,Norte de Pedro Gomes,-18.03,-54.62
BR057DIA,Brazil,BR,140,5,57,Riberao Fala Verdada,-19.77,-54.78
BR058DIA,Brazil,BR,140,5,58,Rio Santa Maria,-21.87,-54.02
BR059DIA,Brazil,BR,140,5,59,Rio Figueria,-18.37,-54.60
BR060DIA,Brazil,BR,140,5,60,Anastacio,-20.50,-55.87
BR061DIA,Brazil,BR,140,5,61,Rio Piquiri - 1,-17.93,-54.53
BR062DIA,Brazil,BR,140,5,62,Rio Piquiri - 2,-17.70,-54.43
BR063DIA,Brazil,BR,140,5,63,Rio Taquari - Mirim - 1,-18.68,-54.82
BR064DIA,Brazil,BR,140,5,64,Rio Taquari - Mirim - 2,-18.87,-54.82
BR065DIA,Brazil,BR,140,5,65,Rio Taquari - 1,-18.28,-54.47
BR066DIA,Brazil,BR,140,5,66,Rio Taquari - 2,-18.30,-54.62
BR067DIA,Brazil,BR,140,5,67,Rio Taquari - 3,-17.90,-53.70
BR068DIA,Brazil,BR,140,5,68,Chapada Diamantina,-12.50,-42.25
BR069DIA,Brazil,BR,140,5,69,Sincora,-13.62,-41.07
BR070DIA,Brazil,BR,140,5,70,Andarai,-14.20,-40.03
BR071DIA,Brazil,BR,140,5,71,Camprestre,-12.45,-40.13
BR072DIA,Brazil,BR,140,5,72,Palmeiras,-14.63,-42.30
BR073DIA,Brazil,BR,140,5,73,Assurua,-11.30,-42.67
BR074DIA,Brazil,BR,140,5,74,Brotas,-14.17,-43.70
BR075DIA,Brazil,BR,140,5,75,Lencois,-12.57,-41.38
BR076DIA,Brazil,BR,140,5,76,Moro do Chapeu,-11.55,-41.15
BR077DIA,Brazil,BR,140,5,77,Ferro Doido; Garmipos Boiada,-11.58,-41.10
BR078DIA,Brazil,BR,140,5,78,Mucuge River,-12.95,-41.35
BR079DIA,Brazil,BR,140,5,79,Barra do Tarrachi,-8.93,-38.33
BR080DIA,Brazil,BR,140,5,80,Santo Inacio,-11.10,-42.73
BR081DIA,Brazil,BR,140,5,81,Rio Preto,-18.27,-47.40
BR082DIA,Brazil,BR,140,5,82,Pocos,-11.08,-42.73
BR083DIA,Brazil,BR,140,5,83,Diamantina,-18.25,-43.60
BR084DIA,Brazil,BR,140,5,84,Maria Nunes,-18.25,-43.60
BR085DIA,Brazil,BR,140,5,85,Extracao,-18.30,-43.53
BR086DIA,Brazil,BR,140,5,86,Serrinha,-18.30,-43.60
BR087DIA,Brazil,BR,140,5,87,Sopa,-18.20,-43.73
BR088DIA,Brazil,BR,140,5,88,Damasio (Damasio Sapa),-18.10,-43.72
BR089DIA,Brazil,BR,140,5,89,Datas,-18.42,-43.67
BR090DIA,Brazil,BR,140,5,90,Guinda,-18.25,-43.70
BR091DIA,Brazil,BR,140,5,91,Mendanha,-18.12,-43.60
BR092DIA,Brazil,BR,140,5,92,Sao Joao da Chapada,-18.08,-43.78
BR093DIA,Brazil,BR,140,5,93,Campo do Sampaio,-18.08,-43.78
BR094DIA,Brazil,BR,140,5,94,Jequitinhonha,-17.67,-43.67
BR095DIA,Brazil,BR,140,5,95,Cocaes,-19.85,-43.45
BR096DIA,Brazil,BR,140,5,96,Grao Mogol,-16.67,-42.67
BR097DIA,Brazil,BR,140,5,97,Canabrava,-17.30,-45.57
BR098DIA,Brazil,BR,140,5,98,Rio Uberaba,-19.36,-47.85
BR099DIA,Brazil,BR,140,5,99,Coromandel,-18.50,-47.17
BR100DIA,Brazil,BR,140,5,100,Santo Antonio,-18.40,-46.97
BR101DIA,Brazil,BR,140,5,101,Alto Paranaiba - 1,-18.63,-47.20
BR102DIA,Brazil,BR,140,5,102,Rio Santo Inacio,-18.47,-47.22
BR103DIA,Brazil,BR,140,5,103,Fazenda Gamela,-18.50,-47.17
BR104DIA,Brazil,BR,140,5,104,Rio Douradinho,-18.62,-47.13
BR105DIA,Brazil,BR,140,5,105,Estrela do Sul,-18.77,-47.70
BR106DIA,Brazil,BR,140,5,106,Parauna,-18.63,-43.78
BR107DIA,Brazil,BR,140,5,107,Rio Do Sono,-18.50,-47.93
BR108DIA,Brazil,BR,140,5,108,Abaete,-18.93,-46.03
BR109DIA,Brazil,BR,140,5,109,Rio Pardo Pequena,-18.40,-43.80
BR110DIA,Brazil,BR,140,5,110,Rio Pardo,-21.58,-47.00
BR111DIA,Brazil,BR,140,5,111,Sao Goncalo do Rio das Pedras,-18.53,-43.50
BR112DIA,Brazil,BR,140,5,112,Rio Manso,-14.85,-56.05
BR113DIA,Brazil,BR,140,5,113,Corrego Velho,-17.93,-43.55
BR114DIA,Brazil,BR,140,5,114,Ribeirao Morrinhos,-16.90,-51.23
BR115DIA,Brazil,BR,140,5,115,Garimpo Mateiro,-18.83,-50.47
BR116DIA,Brazil,BR,140,5,116,Desemboque,-18.13,-43.47
BR117DIA,Brazil,BR,140,5,117,Rio Parauna,-18.67,-43.60
BR118DIA,Brazil,BR,140,5,118,Santa Maria (MG),-17.83,-43.45
BR119DIA,Brazil,BR,140,5,119,Corrego Bom Sucesso,-18.65,-43.47
BR120DIA,Brazil,BR,140,5,120,Rio Bora,-19.92,-47.50
BR121DIA,Brazil,BR,140,5,121,Fazenda Velha,-19.72,-47.97
BR122DIA,Brazil,BR,140,5,122,Tiros,-19.00,-45.97
BR123DIA,Brazil,BR,140,5,123,Romaria,-18.88,-47.63
BR124DIA,Brazil,BR,140,5,124,Barao de Cocais,-19.93,-43.47
BR125DIA,Brazil,BR,140,5,125,Corrego Lamarao,-18.08,-47.33
BR126DIA,Brazil,BR,140,5,126,Cabeceiras do Sao Francisco,-20.43,-46.40
BR127DIA,Brazil,BR,140,5,127,Rio Canoas,-20.40,-47.33
BR128DIA,Brazil,BR,140,5,128,Jequitai,-17.25,-44.47
BR129DIA,Brazil,BR,140,5,129,Serra Nova,-15.65,-42.73
BR130DIA,Brazil,BR,140,5,130,Porteirinha,-15.73,-43.03
BR131DIA,Brazil,BR,140,5,131,Itacambira,-17.07,-43.30
BR132DIA,Brazil,BR,140,5,132,Serra do Cipo,-19.00,-42.65
BR133DIA,Brazil,BR,140,5,133,Serra das Cambotas,-19.68,-43.60
BR134DIA,Brazil,BR,140,5,134,Rio Aiuruoca,-22.06,-44.52
BR135DIA,Brazil,BR,140,5,135,Delfinopolis,-20.33,-46.85
BR136DIA,Brazil,BR,140,5,136,Vargem Bonita,-20.33,-46.37
BR137DIA,Brazil,BR,140,5,137,Rio Ibia,-19.48,-46.53
BR138DIA,Brazil,BR,140,5,138,Santa Fe de Minas,-16.66,-45.48
BR139DIA,Brazil,BR,140,5,139,Francisco Dumont,-17.30,-43.87
BR140DIA,Brazil,BR,140,5,140,Carmo do Paranaiba,-18.98,-46.35
BR141DIA,Brazil,BR,140,5,141,Grupiara,-18.50,-47.73
BR142DIA,Brazil,BR,140,5,142,Cascalho Rico,-18.57,-47.87
BR143DIA,Brazil,BR,140,5,143,Tupaciguara,-18.58,-48.70
BR144DIA,Brazil,BR,140,5,144,Monte Carmelo,-18.72,-47.48
BR145DIA,Brazil,BR,140,5,145,Ituiutaba,-18.97,-49.47
BR146DIA,Brazil,BR,140,5,146,Patos,-18.59,-46.52
BR147DIA,Brazil,BR,140,5,147,Rio Bagagem - 1,-18.85,-47.57
BR148DIA,Brazil,BR,140,5,148,Rio Bagagem - 2,-18.57,-47.77
BR149DIA,Brazil,BR,140,5,149,Agua Suja,-10.90,-48.28
BR150DIA,Brazil,BR,140,5,150,Rio Tocantins,-5.28,-48.87
BR151DIA,Brazil,BR,140,5,151,Tocantins,-5.33,-48.50
BR152DIA,Brazil,BR,140,5,152,Rio Taquaracu,-1.32,-48.30
BR153DIA,Brazil,BR,140,5,153,Filadelfia,-7.35,-47.50
BR154DIA,Brazil,BR,140,5,154,Wanderlandia,-6.88,-47.88
BR155DIA,Brazil,BR,140,5,155,Nova Olinda,0.00,0.00
BR156DIA,Brazil,BR,140,5,156,Miracema do Norte,-9.65,-48.37
BR157DIA,Brazil,BR,140,5,157,Presidente Kennedy,-8.63,-48.63
BR158DIA,Brazil,BR,140,5,158,Taquaracu River,-10.25,-48.40
BR159DIA,Brazil,BR,140,5,159,Garrafas River,-11.40,-47.27
BR160DIA,Brazil,BR,140,5,160,Gameleira River,0.00,0.00
BR161DIA,Brazil,BR,140,5,161,Rio Lajeado,-10.00,-47.60
BR162DIA,Brazil,BR,140,5,162,Fazenda Rio Vermelho,-10.38,-47.22
BR163DIA,Brazil,BR,140,5,163,Rio Tabacao,-9.22,-48.35
BR164DIA,Brazil,BR,140,5,164,Lajeado,-9.77,-48.35
BR165DIA,Brazil,BR,140,5,165,Areias River,0.00,0.00
BR166DIA,Brazil,BR,140,5,166,Rio Areais,-14.50,-57.00
BR167DIA,Brazil,BR,140,5,167,Barra Grande,-20.00,-49.00
BR168DIA,Brazil,BR,140,5,168,Franca,-20.53,-47.40
BR169DIA,Brazil,BR,140,5,169,Patrocinio Paulista,-20.63,-47.28
BR170DIA,Brazil,BR,140,5,170,Verde River (SP),0.00,0.00
BR171DIA,Brazil,BR,140,5,171,Itarare (SP),-23.17,-49.70
BR172DIA,Brazil,BR,140,5,172,Aragarcas,-15.75,-52.13
BR173DIA,Brazil,BR,140,5,173,Rio Claro (GO),-17.82,-51.80
BR174DIA,Brazil,BR,140,5,174,Rio Piloes,-16.13,-51.03
BR175DIA,Brazil,BR,140,5,175,Rio Piranhas,-16.60,-51.80
BR176DIA,Brazil,BR,140,5,176,Rio Verde - 1,-19.03,-50.85
BR177DIA,Brazil,BR,140,5,177,Rio Verde - 2,-17.68,-52.68
BR178DIA,Brazil,BR,140,5,178,Rio Caiapo,-14.40,-54.45
BR179DIA,Brazil,BR,140,5,179,Mineiros,-17.57,-52.57
BR180DIA,Brazil,BR,140,5,180,Colinas,-14.15,-48.13
BR181DIA,Brazil,BR,140,5,181,Santa Marta River,-16.68,-49.73
BR182DIA,Brazil,BR,140,5,182,Bonito River,-16.95,-51.82
BR183DIA,Brazil,BR,140,5,183,Apore River,-18.97,-52.02
BR184DIA,Brazil,BR,140,5,184,Verde River,0.00,0.00
BR185DIA,Brazil,BR,140,5,185,Verissimo River,-18.38,-48.33
BR186DIA,Brazil,BR,140,5,186,Rio Vai et Vem,-17.90,-48.12
BR187DIA,Brazil,BR,140,5,187,Rio Gerrado de Fora,-16.33,-50.33
BR188DIA,Brazil,BR,140,5,188,Maraba,-5.35,-49.12
BR189DIA,Brazil,BR,140,5,189,Vila Bela,-4.62,-49.37
BR190DIA,Brazil,BR,140,5,190,Anuera,-4.17,-49.62
BR191DIA,Brazil,BR,140,5,191,Cerro Capitari,-4.50,-49.50
BR192DIA,Brazil,BR,140,5,192,East of Aveiro,-3.82,-55.05
BR193DIA,Brazil,BR,140,5,193,Rio Jamanxim - 1,-6.05,-55.85
BR194DIA,Brazil,BR,140,5,194,Manuelzinho,-7.40,-54.80
BR195DIA,Brazil,BR,140,5,195,Rio Jamanxim - 2,-5.73,-55.82
BR196DIA,Brazil,BR,140,5,196,Gilbues,-9.75,-45.25
BR197DIA,Brazil,BR,140,5,197,Monte Alegre,-10.08,-45.53
BR198DIA,Brazil,BR,140,5,198,Paus,-9.58,-44.80
BR199DIA,Brazil,BR,140,5,199,Rio Bomjardim,-9.80,-45.40
BR200DIA,Brazil,BR,140,5,200,Rio Gargueia,-8.67,-44.07
BR201DIA,Brazil,BR,140,5,201,Djilbers,-8.57,-44.87
BR202DIA,Brazil,BR,140,5,202,Santa Filomena,-9.62,-45.62
BR203DIA,Brazil,BR,140,5,203,Rio das Cinzas,-23.83,-49.97
BR204DIA,Brazil,BR,140,5,204,Tibagi,-24.52,-50.42
BR205DIA,Brazil,BR,140,5,205,Itarare (Parana),-23.17,-49.70
BR206DIA,Brazil,BR,140,5,206,Laranjinhas Basin,-23.25,-50.67
BR207DIA,Brazil,BR,140,5,207,Jaguariaiva Basin,-23.93,-49.55
BR208DIA,Brazil,BR,140,5,208,Vila Nova,-1.15,-51.97
BR209DIA,Brazil,BR,140,5,209,Santa Maria (AP),0.37,-51.83
BR210DIA,Brazil,BR,140,5,210,Vila Santa Maria placers,0.50,-52.00
BR211DIA,Brazil,BR,140,5,211,Rio Mau; Aperatar da Hora,4.42,-59.75
BR212DIA,Brazil,BR,140,5,212,Rio Cotingo,4.65,-60.50
BR213DIA,Brazil,BR,140,5,213,Rio Quino,4.67,-60.67
BR214DIA,Brazil,BR,140,5,214,Mau/Xiriqui,4.47,-59.87
BR215DIA,Brazil,BR,140,5,215,Fazenda Suapi,4.60,-60.85
BR216DIA,Brazil,BR,140,5,216,Tepequem,3.75,-61.75
BR217DIA,Brazil,BR,140,5,217,Rio Tacutu,3.63,-60.10
BR218DIA,Brazil,BR,140,5,218,Uraricoera,3.03,-60.50
BR219DIA,Brazil,BR,140,5,219,Rio Mao,4.28,-60.00
BR220DIA,Brazil,BR,140,5,220,Rio Urarica,3.60,-62.38
BR221DIA,Brazil,BR,140,5,221,Mina Velha,4.55,-60.17
BR222DIA,Brazil,BR,140,5,222,Orindunque,4.72,-60.07
BR223DIA,Brazil,BR,140,5,223,Boa Vista Municipio,4.57,-60.25
BR224DIA,Brazil,BR,140,5,224,Serra do Tucano,3.42,-59.92
BR225DIA,Brazil,BR,140,5,225,Rio Branco,4.50,-60.00
BR226DIA,Brazil,BR,140,5,226,Serra do Araca,0.50,-63.05
